|  Palabra     |       Probabilidad         | Cantidad de Informacion   |
|   000111010  | 0.004285714285714286       | 7.866248611111173 bits
|   111110010  | 0.0017142857142857142      | 9.188176705998536 bits
|   110000101  | 0.0017142857142857142      | 9.188176705998536 bits
|   111011011  | 0.002                      | 8.965784284662087 bits
|   010101011  | 0.0017142857142857142      | 9.188176705998536 bits
|   000010110  | 0.002857142857142857       | 8.451211111832329 bits
|   100001010  | 0.0014285714285714286      | 9.451211111832329 bits
|   010001000  | 0.002                      | 8.965784284662087 bits
|   111101010  | 0.001142857142857143       | 9.77313920671969 bits
|   000011100  | 0.0017142857142857142      | 9.188176705998536 bits
|   111001000  | 8.571428571428571E-4       | 10.188176705998536 bits
|   110100011  | 0.002285714285714286       | 8.77313920671969 bits
|   101110100  | 0.002285714285714286       | 8.77313920671969 bits
|   001101000  | 0.0014285714285714286      | 9.451211111832329 bits
|   100110011  | 0.002                      | 8.965784284662087 bits
|   101101100  | 0.002                      | 8.965784284662087 bits
|   001101111  | 0.002285714285714286       | 8.77313920671969 bits
|   000010011  | 0.002285714285714286       | 8.77313920671969 bits
|   000111000  | 0.0017142857142857142      | 9.188176705998536 bits
|   001110000  | 0.003142857142857143       | 8.313707588082394 bits
|   101111010  | 0.0014285714285714286      | 9.451211111832329 bits
|   110110100  | 0.0017142857142857142      | 9.188176705998536 bits
|   110001111  | 8.571428571428571E-4       | 10.188176705998536 bits
|   110011011  | 0.002857142857142857       | 8.451211111832329 bits
|   100101111  | 0.002                      | 8.965784284662087 bits
|   100011111  | 0.0025714285714285713      | 8.603214205277379 bits
|   100110001  | 0.0014285714285714286      | 9.451211111832329 bits
|   100101010  | 0.003142857142857143       | 8.313707588082394 bits
|   001001111  | 0.003142857142857143       | 8.313707588082394 bits
|   111110111  | 0.002857142857142857       | 8.451211111832329 bits
|   100001000  | 0.002                      | 8.965784284662087 bits
|   010000111  | 0.0034285714285714284      | 8.188176705998536 bits
|   100111110  | 0.002285714285714286       | 8.77313920671969 bits
|   000100001  | 0.002857142857142857       | 8.451211111832329 bits
|   000100101  | 0.002285714285714286       | 8.77313920671969 bits
|   111101110  | 0.002                      | 8.965784284662087 bits
|   111001101  | 0.002857142857142857       | 8.451211111832329 bits
|   101011010  | 0.0014285714285714286      | 9.451211111832329 bits
|   110011110  | 0.0034285714285714284      | 8.188176705998536 bits
|   101010001  | 0.0025714285714285713      | 8.603214205277379 bits
|   010011011  | 0.0014285714285714286      | 9.451211111832329 bits
|   011111010  | 0.0017142857142857142      | 9.188176705998536 bits
|   110011000  | 0.0025714285714285713      | 8.603214205277379 bits
|   011000011  | 0.0014285714285714286      | 9.451211111832329 bits
|   001001101  | 0.0025714285714285713      | 8.603214205277379 bits
|   101001010  | 0.0014285714285714286      | 9.451211111832329 bits
|   110100110  | 0.003142857142857143       | 8.313707588082394 bits
|   000011000  | 0.0014285714285714286      | 9.451211111832329 bits
|   110001001  | 0.002857142857142857       | 8.451211111832329 bits
|   001100111  | 0.002                      | 8.965784284662087 bits
|   111100110  | 0.002285714285714286       | 8.77313920671969 bits
|   110101001  | 0.0017142857142857142      | 9.188176705998536 bits
|   011111101  | 0.004                      | 7.965784284662087 bits
|   101111011  | 0.0014285714285714286      | 9.451211111832329 bits
|   001101010  | 0.003142857142857143       | 8.313707588082394 bits
|   101101010  | 0.0014285714285714286      | 9.451211111832329 bits
|   001100001  | 0.0017142857142857142      | 9.188176705998536 bits
|   100010011  | 0.0034285714285714284      | 8.188176705998536 bits
|   010110100  | 0.0014285714285714286      | 9.451211111832329 bits
|   100101000  | 0.0025714285714285713      | 8.603214205277379 bits
|   111001111  | 0.0017142857142857142      | 9.188176705998536 bits
