|  Palabra     |       Probabilidad         | Cantidad de Informacion   |
|   00011      | 0.02666666666666667        | 5.228818690495881 bits
|   10101      | 0.03238095238095238        | 4.948710771303146 bits
|   11110      | 0.029682539682539682       | 5.074241653387005 bits
|   01011      | 0.030317460317460316       | 5.0437072852388924 bits
|   00001      | 0.030793650793650793       | 5.021223271087513 bits
|   01111      | 0.03603174603174603        | 4.794587625983726 bits
|   01101      | 0.028888888888888888       | 5.113341473075945 bits
|   01001      | 0.034761904761904765       | 4.8463490536734675 bits
|   00010      | 0.03349206349206349        | 4.900036924567456 bits
|   00111      | 0.031746031746031744       | 4.977279923499917 bits
|   00000      | 0.03                       | 5.058893689053569 bits
|   11100      | 0.02873015873015873        | 5.121290226191436 bits
|   10001      | 0.03365079365079365        | 4.893215658711442 bits
|   10100      | 0.030952380952380953       | 5.013805799525031 bits
|   01100      | 0.031746031746031744       | 4.977279923499917 bits
|   01110      | 0.03333333333333333        | 4.906890595608519 bits
|   11010      | 0.02857142857142857        | 5.129283016944966 bits
|   01000      | 0.030476190476190476       | 5.036173612553485 bits
|   10011      | 0.02746031746031746        | 5.1865078856379165 bits
|   10000      | 0.030793650793650793       | 5.021223271087513 bits
|   11011      | 0.03650793650793651        | 4.775646062330266 bits
|   11000      | 0.03111111111111111        | 5.006426269159434 bits
|   00110      | 0.03238095238095238        | 4.948710771303146 bits
|   10010      | 0.02746031746031746        | 5.1865078856379165 bits
|   11111      | 0.03619047619047619        | 4.7882460991099 bits
|   11101      | 0.028095238095238097       | 5.153530563191644 bits
|   10110      | 0.033174603174603176       | 4.913776981193759 bits
|   11001      | 0.03126984126984127        | 4.999084293818265 bits
|   10111      | 0.03142857142857143        | 4.991779493195032 bits
|   00100      | 0.03142857142857143        | 4.991779493195032 bits
|   00101      | 0.02873015873015873        | 5.121290226191436 bits
|   01010      | 0.031746031746031744       | 4.977279923499917 bits
La cantidad de palabras codigo distintas son: 32
La entropia de la fuente es: 4.995395374467122
